Make,Model,'Vehicle Class','Engine Size(L)',Cylinders,Transmission,'Fuel Type','Fuel Consumption City (L/100 km)','Fuel Consumption Hwy (L/100 km)','Fuel Consumption Comb (L/100 km)','Fuel Consumption Comb (mpg)','CO2 Emissions(g/km)'
RAM,'1500 (MDS)','PICKUP TRUCK - STANDARD',5.7,8.0,A8,X,15.7,10.9,13.6,21.0,313
KIA,'Sportage AWD','SUV - SMALL',2.4,,AS6,X,10.8,9.1,10.0,28.0,239
FORD,'F-150 (Payload Pkg)','PICKUP TRUCK - STANDARD',2.7,6.0,AS10,X,12.4,9.4,11.1,25.0,260
'ALFA ROMEO','GIULIA QUADRIFOGLIO',MID-SIZE,2.9,6.0,A8,Z,13.8,,11.9,24.0,280
ACURA,,MID-SIZE,3.5,6.0,AM7,Z,8.4,8.2,,34.0,196
GMC,'YUKON XL','SUV - STANDARD',5.3,8.0,A6,E,20.2,13.6,17.2,16.0,275
MERCEDES-BENZ,'E 400 CABRIOLET',SUBCOMPACT,3.5,6.0,AS7,Z,11.5,8.1,10.0,28.0,230
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',6.2,8.0,A8,Z,16.1,11.4,14.0,20.0,322
MERCEDES-BENZ,'AMG GLE 43 4MATIC','SUV - STANDARD',3.0,6.0,A9,Z,14.0,10.6,12.4,23.0,292
CHEVROLET,'Silverado 4WD FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,16.6,13.0,15.0,19.0,350
,'F-150 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',3.5,6.0,AS10,X,13.0,10.2,11.7,24.0,274
LEXUS,'LS 600h L',MID-SIZE,5.0,8.0,AV8,Z,12.7,10.1,11.5,25.0,268
RAM,'1500 4X4 FFV','PICKUP TRUCK - STANDARD',3.6,6.0,A8,E,20.7,14.7,18.0,16.0,300
MERCEDES-BENZ,'C 350 COUPE',SUBCOMPACT,3.5,6.0,AS7,Z,12.1,8.6,10.5,27.0,242
JAGUAR,'E-PACE P250','SUV - SMALL',2.0,4.0,AS9,Z,11.0,8.4,9.8,29.0,231
,CAYMAN,,2.0,4.0,M6,Z,11.0,8.3,9.8,29.0,229
ACURA,'RDX AWD','SUV - SMALL',3.5,6.0,AS6,Z,12.4,8.7,10.7,26.0,250
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.3,6.0,AS6,E,16.6,12.6,14.8,19.0,245
VOLVO,'V60 CC T5 AWD','STATION WAGON - SMALL',2.0,4.0,AS8,Z,10.8,7.6,9.3,30.0,218
TOYOTA,'HIGHLANDER HYBRID AWD','SUV - STANDARD',3.5,6.0,AV6,X,8.6,8.5,8.5,33.0,196
MINI,'JOHN COOPER WORKS CONVERTIBLE',MINICOMPACT,1.6,4.0,M6,Z,9.1,6.8,8.1,35.0,186
KIA,'SEDONA SXL',MINIVAN,3.3,6.0,AS6,X,14.2,10.5,12.5,23.0,288
CHEVROLET,'Suburban FFV','SUV - STANDARD',5.3,8.0,A6,E,21.2,13.9,17.9,16.0,298
JEEP,'WRANGLER JK UNLIMITED 4X4','SUV - SMALL',3.6,6.0,M6,X,15.0,11.4,13.3,21.0,312
BUICK,VERANO,COMPACT,2.0,4.0,AS6,Z,11.4,7.9,9.8,29.0,231
MERCEDES-BENZ,'CLA 250 4MATIC FFV',COMPACT,2.0,4.0,AS7,E,13.1,9.8,11.6,24.0,198
CHEVROLET,Tahoe,'SUV - STANDARD',5.3,8.0,A6,X,15.7,10.5,13.4,21.0,314
ACURA,'TLX SH-AWD A-SPEC',COMPACT,3.5,6.0,AS9,Z,12.0,8.2,10.3,27.0,240
KIA,Sportage,'SUV - SMALL',2.4,4.0,AS6,X,10.3,7.8,9.2,,218
TOYOTA,TACOMA,'PICKUP TRUCK - SMALL',2.7,4.0,M5,X,,8.9,10.2,28.0,235
DODGE,'CHALLENGER SRT HELLCAT',MID-SIZE,6.2,8.0,M6,Z,18.1,11.4,15.1,19.0,352
'ALFA ROMEO','4C Spider',TWO-SEATER,1.8,4.0,AM6,Z,9.7,6.9,8.4,34.0,197
BMW,'320i SEDAN',COMPACT,2.0,4.0,,Z,10.0,6.5,8.4,34.0,193
CHEVROLET,SONIC,COMPACT,1.4,4.0,M6,X,8.5,6.2,7.5,38.0,173
TOYOTA,'TUNDRA 4WD','PICKUP TRUCK - STANDARD',4.6,8.0,AS6,X,,12.6,14.9,19.0,349
MINI,'JOHN COOPER WORKS COUNTRYMAN ALL4',COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207
INFINITI,'Q60 AWD COUPE',SUBCOMPACT,3.7,6.0,AS7,Z,13.3,9.4,11.5,25.0,265
BMW,'320i SEDAN',COMPACT,2.0,4.0,,Z,10.0,6.5,8.4,34.0,193
GMC,TERRAIN,'SUV - SMALL',2.4,4.0,A6,X,10.5,7.3,9.1,31.0,209
AUDI,R8,TWO-SEATER,5.2,10.0,A7,Z,18.2,10.6,14.8,19.0,347
AUDI,'TT ROADSTER QUATTRO',TWO-SEATER,2.0,4.0,AM6,X,10.1,7.8,,31.0,209
GMC,'YUKON XL FFV','SUV - STANDARD',5.3,8.0,A6,E,19.8,13.9,17.2,16.0,285
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6.0,AM6,X,12.2,8.5,10.6,27.0,246
SUBARU,'Impreza 5-Door AWD','STATION WAGON - SMALL',2.0,4.0,AV7,X,8.4,6.6,7.6,37.0,177
FORD,'E350 WAGON FFV','VAN - PASSENGER',5.4,8.0,A4,E,26.7,20.5,23.9,12.0,382
BMW,'X2 xDRIVE28i','SUV - SMALL',2.0,4.0,AS8,Z,11.0,7.7,9.5,30.0,222
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',5.0,8.0,AS6,E,22.1,16.7,19.7,14.0,315
BUICK,'LACROSSE AWD',MID-SIZE,3.6,6.0,AS9,X,11.8,8.0,10.1,28.0,237
CHEVROLET,'EQUINOX AWD','SUV - SMALL',1.6,4.0,A6,D,8.5,6.1,7.4,38.0,198
ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.0,AS8,Z,20.3,13.0,17.0,17.0,397
CHEVROLET,'EQUINOX FFV','SUV - SMALL',2.4,4.0,A6,E,15.6,10.8,13.4,21.0,221
HONDA,'CIVIC COUPE',COMPACT,2.0,4.0,AV,X,7.8,5.8,6.9,41.0,162
MERCEDES-BENZ,'CL 63 AMG',COMPACT,5.5,8.0,AS7,Z,15.4,11.0,13.4,21.0,308
FORD,'F-150 (LT Tire Pkg)','PICKUP TRUCK - STANDARD',2.7,6.0,AS6,X,12.4,9.8,11.2,25.0,263
ROLLS-ROYCE,'PHANTOM COUPE',COMPACT,6.7,12.0,A8,Z,20.7,12.8,17.1,17.0,393
INFINITI,'Q60 AWD COUPE',SUBCOMPACT,3.7,6.0,AS7,Z,13.3,9.4,11.5,25.0,265
RAM,'1500 4X4','PICKUP TRUCK - STANDARD',5.7,8.0,A6,X,18.7,13.3,16.3,17.0,382
HONDA,'HR-V AWD','STATION WAGON - SMALL',1.8,4.0,AV,X,8.9,7.5,8.2,34.0,194
JEEP,'Grand Cherokee 4X4','SUV - STANDARD',5.7,8.0,A8,X,16.7,10.9,14.1,20.0,331
PORSCHE,'MACAN TURBO','SUV - SMALL',3.6,6.0,A7,Z,14.2,10.1,12.3,23.0,287
MINI,'JOHN COOPER WORKS',SUBCOMPACT,2.0,4.0,AS6,Z,9.4,7.5,8.5,33.0,199
PORSCHE,'911 CARRERA',MINICOMPACT,3.4,6.0,M7,Z,12.5,8.6,10.7,26.0,246
MERCEDES-BENZ,'GLC 300 4MATIC COUPE','SUV - SMALL',2.0,4.0,A9,Z,11.0,8.7,10.0,28.0,235
ACURA,'TLX SH-AWD',COMPACT,3.5,6.0,AS9,Z,11.4,7.7,9.8,29.0,228
CHEVROLET,TRAVERSE,'SUV - STANDARD',2.0,4.0,A9,Z,11.7,9.0,10.5,27.0,246
KIA,'FORTE 5',FULL-SIZE,2.0,4.0,M6,X,9.7,6.9,8.4,34.0,197
RAM,'1500 eTorque','PICKUP TRUCK - STANDARD',3.6,6.0,A8,X,11.9,,10.8,26.0,253
GMC,'SIERRA 4WD','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,15.0,10.7,13.1,22.0,307
AUDI,A3,SUBCOMPACT,2.0,4.0,AM7,X,9.1,6.8,8.0,35.0,188
JEEP,CHEROKEE,'SUV - SMALL',2.4,4.0,A9,X,10.9,7.7,9.5,30.0,223
JAGUAR,'XE 20d AWD',COMPACT,2.0,4.0,AS8,D,7.8,5.8,6.9,41.0,186
HYUNDAI,,COMPACT,1.6,4.0,M6,X,9.7,7.1,8.5,33.0,196
VOLVO,'V60 CC T5 AWD','STATION WAGON - SMALL',2.0,4.0,AS8,X,10.8,7.8,9.4,30.0,220
CHEVROLET,'Silverado 4WD','PICKUP TRUCK - STANDARD',4.3,6.0,A6,X,15.7,12.0,14.1,20.0,331
'ALFA ROMEO','4C Coupe',TWO-SEATER,1.8,4.0,AM6,Z,9.7,6.9,8.4,34.0,197
PORSCHE,'911 TURBO S EXCLUSIVE',MINICOMPACT,3.8,6.0,AM7,Z,13.8,10.3,12.3,23.0,285
TOYOTA,C-HR,COMPACT,2.0,4.0,AS7,X,8.7,7.5,8.2,34.0,189
PORSCHE,'911 Carrera S Cabriolet',MINICOMPACT,3.0,6.0,AM8,,12.7,10.2,11.6,24.0,272
CHEVROLET,EQUINOX,'SUV - SMALL',,6.0,A6,E,18.8,13.1,16.2,17.0,259
RAM,'1500 ECODIESEL','PICKUP TRUCK - STANDARD',3.0,6.0,A8,D,11.8,8.6,10.4,27.0,278
DODGE,Challenger,MID-SIZE,5.7,8.0,M6,Z,15.6,10.1,13.1,,307
LEXUS,'ES 300h',MID-SIZE,2.5,4.0,AV6,X,5.8,6.1,5.9,48.0,139
HONDA,'CIVIC COUPE',COMPACT,2.0,4.0,AV,X,7.8,5.8,6.9,41.0,162
PORSCHE,'Panamera GTS',FULL-SIZE,4.0,,AM8,Z,14.5,10.2,12.6,22.0,295
HYUNDAI,'Santa Fe XL Ultimate AWD','SUV - SMALL',3.3,6.0,AS6,X,14.1,10.8,12.6,22.0,297
AUDI,'A5 CABRIOLET QUATTRO',SUBCOMPACT,2.0,4.0,AS8,Z,11.3,8.0,9.8,29.0,230
HONDA,CIVIC,COMPACT,1.8,,AV7,X,8.1,6.2,7.2,39.0,166
FORD,FUSION,MID-SIZE,2.5,4.0,AS6,X,10.5,6.9,8.9,32.0,209
MERCEDES-BENZ,'ML 63 AMG 4MATIC','SUV - STANDARD',5.5,8.0,AS7,Z,17.2,13.5,15.5,18.0,356
TOYOTA,'TUNDRA 4WD','PICKUP TRUCK - STANDARD',4.6,,AS6,X,16.8,12.6,14.9,,349
MERCEDES-BENZ,'E 400 CABRIOLET',SUBCOMPACT,3.0,6.0,AS7,Z,11.5,8.1,10.0,28.0,233
MERCEDES-BENZ,'SL 550',TWO-SEATER,4.7,8.0,AS7,Z,13.4,9.6,11.7,24.0,269
FORD,MUSTANG,SUBCOMPACT,3.7,6.0,M6,X,13.5,8.3,11.2,25.0,258
BMW,M3,COMPACT,3.0,6.0,M6,Z,13.5,9.3,11.6,24.0,273
CHRYSLER,'PACIFICA (Stop-Start)',MINIVAN,3.6,6.0,A9,X,12.4,8.4,10.6,27.0,249
GMC,'YUKON DENALI 4WD','SUV - STANDARD',6.2,8.0,A6,Z,16.2,11.4,14.0,20.0,322
MERCEDES-BENZ,'E 400 4MATIC WAGON','STATION WAGON - MID-SIZE',3.0,6.0,AS7,Z,12.4,8.9,10.8,26.0,253
BENTLEY,'CONTINENTAL GT',SUBCOMPACT,4.0,8.0,AS8,Z,16.3,9.8,13.4,21.0,314
FORD,EXPLORER,'SUV - STANDARD',2.0,4.0,A6,X,11.9,8.5,10.4,27.0,239
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8.0,A4,X,18.3,14.2,16.5,17.0,380
JAGUAR,'F-TYPE COUPE',TWO-SEATER,3.0,6.0,AS8,Z,11.8,8.4,10.3,27.0,237
BMW,'435i xDRIVE CABRIOLET',SUBCOMPACT,3.0,6.0,AS8,Z,12.1,8.1,10.3,27.0,237
HYUNDAI,Elantra,MID-SIZE,,4.0,M6,X,10.7,,9.4,30.0,221
DODGE,Challenger,MID-SIZE,3.6,6.0,A8,X,12.4,7.8,10.3,27.0,242
MERCEDES-BENZ,'AMG GLE 63 S COUPE 4MATIC','SUV - STANDARD',5.5,,AS7,Z,17.2,12.8,15.2,19.0,363
CHEVROLET,Equinox,'SUV - SMALL',1.5,4.0,A6,X,9.2,7.3,8.3,34.0,196
VOLVO,'S60 POLESTAR',COMPACT,2.0,4.0,AS8,Z,11.8,8.5,10.3,27.0,241
FORD,'EXPLORER FFV','SUV - STANDARD',3.5,6.0,AS6,X,13.7,9.7,11.9,24.0,274
HONDA,ACCORD,MID-SIZE,3.5,6.0,AS6,X,11.4,7.3,9.6,29.0,221
SCION,FR-S,MINICOMPACT,2.0,4.0,M6,Z,10.9,7.9,9.6,29.0,224
PORSCHE,'BOXSTER GTS',TWO-SEATER,3.4,6.0,AM7,Z,10.9,7.7,9.5,30.0,222
KIA,'SORENTO AWD FE','SUV - SMALL',3.3,6.0,AS6,X,13.2,9.3,11.4,25.0,270
BMW,'M4 Coupe Competition',COMPACT,3.0,6.0,M6,Z,13.4,9.6,11.7,24.0,273
TOYOTA,Corolla,MID-SIZE,1.8,4.0,AV,X,8.3,6.5,7.5,,174
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,11.5,8.5,10.1,28.0,232
SUBARU,'Impreza 4-Door AWD',MID-SIZE,2.0,4.0,AV7,X,8.3,6.4,7.5,38.0,174
BMW,'328d xDRIVE',COMPACT,2.0,4.0,A8,D,7.6,5.5,6.7,42.0,181
LINCOLN,'CONTINENTAL AWD',FULL-SIZE,2.7,6.0,AS6,X,14.0,9.4,12.0,24.0,280
AUDI,'A5 QUATTRO',SUBCOMPACT,2.0,4.0,M6,Z,10.6,7.3,9.1,31.0,209
CHEVROLET,Camaro,SUBCOMPACT,3.6,6.0,AS10,X,,8.1,10.5,27.0,247
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4.0,A6,X,10.5,7.3,9.1,31.0,214
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8.0,AS6,X,19.0,13.9,16.7,17.0,384
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5.0,8.0,AS6,X,16.8,12.4,14.8,19.0,347
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4.0,A6,X,10.5,7.3,9.1,31.0,214
HYUNDAI,'GENESIS AWD',FULL-SIZE,5.0,8.0,AS8,Z,17.3,10.5,14.2,20.0,327
TOYOTA,'YARIS HATCHBACK',COMPACT,1.5,4.0,M5,X,7.8,6.5,7.2,39.0,168
'ASTON MARTIN','VANTAGE GT',TWO-SEATER,4.7,8.0,AM7,Z,17.4,11.3,14.7,19.0,338
CHEVROLET,'Cruze Diesel',COMPACT,1.6,4.0,A9,D,7.6,4.9,6.4,44.0,172
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4.0,A6,E,15.6,10.8,13.4,21.0,221
HONDA,CR-Z,TWO-SEATER,1.5,4.0,M6,X,7.6,6.1,6.9,41.0,159
BUICK,'REGAL eASSIST',MID-SIZE,2.4,4.0,AS6,X,9.6,6.5,8.2,34.0,193
FORD,'F-150 FFV 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',5.0,8.0,AS6,X,16.8,12.4,14.8,19.0,347
HONDA,'PILOT AWD','SUV - SMALL',3.5,6.0,A6,X,13.0,9.3,11.3,25.0,266
BMW,'430i xDRIVE CABRIOLET',SUBCOMPACT,2.0,4.0,AS8,Z,10.7,7.3,9.1,31.0,214
BMW,'X4 M40i','SUV - SMALL',3.0,6.0,AS8,Z,12.8,9.5,11.3,25.0,264
BMW,'X3 xDRIVE35i','SUV - SMALL',3.0,6.0,AS8,Z,12.7,8.8,10.9,26.0,257
PORSCHE,'911 GT3 Touring',TWO-SEATER,4.0,6.0,M6,Z,16.4,11.2,14.1,20.0,334
FORD,'EXPLORER FFV','SUV - STANDARD',3.5,6.0,AS6,X,13.7,9.7,11.9,24.0,274
LEXUS,'RX 450h AWD','SUV - STANDARD',3.5,6.0,AV6,Z,7.7,8.2,8.0,35.0,186
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',5.3,8.0,A6,E,19.9,14.2,17.3,16.0,277
FORD,'F-150 (Payload Pkg)','PICKUP TRUCK - STANDARD',2.7,6.0,AS10,X,12.4,9.4,11.1,25.0,260
LEXUS,'RC F',SUBCOMPACT,5.0,8.0,AS8,Z,15.2,9.5,12.6,22.0,290
JAGUAR,'F-PACE 25t','SUV - SMALL',2.0,4.0,AS8,Z,10.7,8.8,9.9,29.0,227
MAZDA,'CX-5 4WD','SUV - SMALL',2.0,4.0,AS6,,9.3,7.6,8.5,33.0,196
NISSAN,Sentra,MID-SIZE,2.0,4.0,M6,X,9.4,6.4,8.0,35.0,188
PORSCHE,'Cayman GTS',TWO-SEATER,2.5,4.0,M6,Z,12.3,9.4,11.0,26.0,257
AUDI,'A3 CABRIOLET QUATTRO',SUBCOMPACT,2.0,4.0,AM6,X,10.8,8.0,9.5,30.0,223
MERCEDES-BENZ,'METRIS CARGO','SPECIAL PURPOSE VEHICLE',2.0,4.0,AS7,Z,10.8,9.5,10.2,28.0,233
MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,9.2,7.0,8.2,34.0,189
BENTLEY,'CONTINENTAL GT CONVERTIBLE',SUBCOMPACT,4.0,8.0,AS8,Z,17.7,10.3,14.4,20.0,337
MERCEDES-BENZ,'S 550 4MATIC LWB',FULL-SIZE,4.7,8.0,AS7,Z,14.3,9.5,,23.0,278
RAM,'1500 ECODIESEL','PICKUP TRUCK - STANDARD',3.0,6.0,A8,D,11.8,8.6,10.4,27.0,278
CHEVROLET,TRAX,'SUV - SMALL',1.4,4.0,AS6,X,9.3,7.2,8.3,34.0,194
MINI,'COOPER S PACEMAN ALL4',COMPACT,1.6,4.0,AS6,Z,10.1,7.8,9.0,31.0,207
AUDI,'TT ROADSTER QUATTRO',TWO-SEATER,2.0,4.0,AM6,X,10.1,7.8,9.1,31.0,209
GMC,'YUKON DENALI 4WD','SUV - STANDARD',6.2,8.0,A6,Z,16.2,11.4,14.0,20.0,322
MASERATI,'GranTurismo Convertible',SUBCOMPACT,4.7,8.0,AS6,Z,17.8,11.6,15.0,19.0,354
INFINITI,'QX70 AWD','SUV - SMALL',5.0,8.0,AS7,Z,16.6,11.9,14.5,19.0,334
MERCEDES-BENZ,'C 250 COUPE',SUBCOMPACT,1.8,4.0,AS7,Z,11.0,7.4,9.4,30.0,216
LEXUS,'GS 350 F SPORT',MID-SIZE,3.5,6.0,AS8,Z,12.5,8.6,10.7,,251
DODGE,,'SUV - SMALL',3.6,6.0,A6,E,19.1,13.2,16.4,17.0,274
HYUNDAI,'SANTA FE','SUV - SMALL',3.3,6.0,AS6,X,12.9,9.4,11.3,25.0,265
CHEVROLET,'EQUINOX FFV','SUV - SMALL',2.4,4.0,A6,E,15.6,10.8,13.4,21.0,221
CHEVROLET,SILVERADO,'PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,14.6,10.4,12.7,22.0,298
CADILLAC,'CTS AWD',MID-SIZE,3.6,6.0,AS8,X,,9.2,11.5,25.0,269
KIA,'SEDONA SX',MINIVAN,3.3,6.0,AS6,X,12.9,9.5,11.4,25.0,269
CHEVROLET,'SUBURBAN 4WD FFV','SUV - STANDARD',5.3,8.0,A6,X,15.3,10.9,13.3,21.0,312
LAMBORGHINI,'Huracan Coupe',TWO-SEATER,5.2,10.0,AM7,Z,18.0,12.9,,18.0,370
NISSAN,'NV200 CARGO VAN','SPECIAL PURPOSE VEHICLE',2.0,4.0,,X,10.0,8.5,9.3,30.0,214
HYUNDAI,'TUCSON AWD','SUV - SMALL',2.0,4.0,AS6,X,11.0,9.0,10.1,28.0,240
CHEVROLET,'Blazer AWD','SUV - SMALL',3.6,6.0,A9,X,12.7,9.5,11.3,25.0,265
PORSCHE,'911 TURBO S',MINICOMPACT,3.8,6.0,AM7,Z,12.6,9.9,11.4,25.0,266
JEEP,'Grand Cherokee 4X4 SRT','SUV - STANDARD',6.4,8.0,A8,Z,18.3,12.6,,18.0,368
JEEP,'RENEGADE 4X4','SUV - SMALL',2.4,4.0,A9,X,11.2,8.2,9.8,29.0,230
GMC,'TERRAIN FFV','SUV - SMALL',2.4,4.0,A6,X,10.5,7.3,9.1,31.0,214
GMC,'SIERRA FFV','PICKUP TRUCK - STANDARD',5.3,8.0,A6,X,14.6,10.4,12.7,22.0,298
GMC,'SAVANA 3500 PASSENGER FFV','VAN - PASSENGER',6.0,8.0,A6,X,22.2,15.1,19.0,15.0,437
MAZDA,'MAZDA3 4-DOOR',COMPACT,2.5,4.0,AS6,X,8.4,6.1,7.4,38.0,173
BMW,'Alpina B7 xDrive',FULL-SIZE,4.4,8.0,AS8,Z,14.5,9.9,12.4,23.0,290
BMW,'M6 GRAN COUPE',COMPACT,4.4,8.0,M6,Z,16.2,10.9,13.8,20.0,324
CHEVROLET,'SILVERADO 4WD','PICKUP TRUCK - STANDARD',5.3,8.0,A6,E,19.9,14.2,17.3,16.0,277
MASERATI,'GranTurismo Convertible',SUBCOMPACT,4.7,8.0,AS6,Z,17.8,11.6,15.0,19.0,354
NISSAN,'NV200 CARGO VAN','SPECIAL PURPOSE VEHICLE',2.0,4.0,AV,X,9.7,9.0,9.4,30.0,216
VOLKSWAGEN,TIGUAN,'SUV - SMALL',2.0,4.0,M6,Z,13.0,9.0,11.2,25.0,259
MERCEDES-BENZ,'ML 350 BLUETEC 4MATIC','SUV - STANDARD',3.0,6.0,AS7,D,11.8,8.5,10.3,27.0,278
PORSCHE,'911 CARRERA 4 CABRIOLET',MINICOMPACT,3.4,6.0,M7,Z,12.5,9.0,10.9,26.0,257
FORD,'F-150 FFV','PICKUP TRUCK - STANDARD',3.5,6.0,A6,X,13.2,9.7,11.6,24.0,272
NISSAN,'370Z ROADSTER',TWO-SEATER,3.7,6.0,M6,Z,13.6,9.7,11.8,24.0,278
,'EXPEDITION 4X4','SUV - STANDARD',3.5,6.0,AS6,X,15.9,12.0,14.2,,333
SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.7,7.2,8.6,33.0,200
VOLVO,'V60 T5 AWD',,2.0,4.0,AS8,X,11.0,8.1,9.7,29.0,226
MERCEDES-BENZ,'CLS 400 4MATIC',COMPACT,3.0,6.0,AS7,Z,12.1,8.5,10.5,27.0,242
'LAND ROVER',,'SUV - STANDARD',3.0,6.0,AS8,Z,16.2,12.1,14.3,20.0,336
MASERATI,'Levante Trofeo','SUV - STANDARD',3.8,8.0,AS8,Z,17.9,12.9,15.3,18.0,360
HONDA,Odyssey,MINIVAN,3.5,6.0,AS9,X,12.6,8.4,10.7,26.0,252
BMW,340i,COMPACT,3.0,6.0,M6,Z,12.1,8.1,10.3,27.0,240
VOLVO,S60,COMPACT,2.5,5.0,AS6,X,11.3,7.8,9.7,29.0,223
TOYOTA,'SEQUOIA 4WD','SUV - STANDARD',5.7,8.0,AS6,X,19.0,13.9,16.7,17.0,384
GMC,'TERRAIN AWD','SUV - SMALL',3.6,6.0,A6,X,14.9,10.1,12.8,22.0,300
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE II','SUV - SMALL',3.2,6.0,A9,X,12.8,9.0,11.1,25.0,259
BMW,M5,MID-SIZE,4.4,8.0,AS8,Z,16.0,11.2,13.9,20.0,324
VOLKSWAGEN,'BEETLE CONVERTIBLE',SUBCOMPACT,1.8,4.0,AS6,X,9.8,7.3,8.7,32.0,200
FORD,'F-150 4X4 (Payload Pkg)','PICKUP TRUCK - STANDARD',3.5,6.0,AS10,X,14.7,11.2,13.1,22.0,308
PORSCHE,Cayenne,'SUV - STANDARD',3.0,6.0,AS8,Z,12.5,10.0,11.4,25.0,265
ACURA,'TLX SH-AWD',COMPACT,3.5,6.0,AS9,Z,11.4,7.7,9.8,29.0,228
MITSUBISHI,LANCER,COMPACT,2.0,4.0,AV6,X,9.2,7.0,8.2,34.0,189
JEEP,'CHEROKEE 4X4 ACTIVE DRIVE I','SUV - SMALL',3.2,6.0,A9,X,11.6,,10.3,27.0,241
GMC,'Sierra 4WD','PICKUP TRUCK - STANDARD',4.3,6.0,A6,X,15.8,11.9,14.0,20.0,329
HONDA,'Civic Coupe',COMPACT,1.5,4.0,AV7,X,7.8,6.4,7.2,39.0,167
PORSCHE,'Cayenne S','SUV - STANDARD',2.9,6.0,AS8,Z,12.9,10.4,11.8,24.0,275
MAZDA,,'SUV - SMALL',2.5,4.0,AS6,X,9.3,7.6,8.5,33.0,201
ACURA,'TLX SH-AWD',COMPACT,3.5,6.0,AS9,Z,11.4,7.7,,29.0,228
KIA,NIRO,'STATION WAGON - SMALL',1.6,4.0,AM6,X,4.6,5.1,4.8,59.0,114
CHEVROLET,'EXPRESS 1500 CARGO CONV AWD','VAN - CARGO',5.3,8.0,A4,X,18.3,14.2,16.5,17.0,380
'LAND ROVER',LR4,'SUV - STANDARD',3.0,6.0,AS8,Z,16.2,12.1,14.3,20.0,336
BMW,M2,SUBCOMPACT,3.0,6.0,AM7,Z,11.8,8.9,10.5,,245
DODGE,'DART FFV',MID-SIZE,2.0,4.0,A6,E,14.2,9.8,12.2,23.0,195
MERCEDES-BENZ,'AMG SLC 43',TWO-SEATER,3.0,6.0,A9,Z,11.6,8.2,10.1,28.0,236
BMW,'228i COUPE',SUBCOMPACT,,4.0,AS8,Z,10.0,6.5,8.4,34.0,193
,'COOPER S CLUBMAN',MID-SIZE,2.0,4.0,M6,Z,10.8,7.7,9.4,30.0,220
TOYOTA,CAMRY,MID-SIZE,3.5,6.0,AS6,X,11.0,7.7,9.5,30.0,218
VOLKSWAGEN,BEETLE,COMPACT,1.8,4.0,M5,X,9.9,7.2,8.7,32.0,200
KIA,'SEDONA SXL',MINIVAN,3.3,6.0,AS6,X,14.2,10.5,12.5,23.0,288
KIA,'SEDONA SX',MINIVAN,3.3,6.0,AS6,X,12.9,9.5,11.4,25.0,269
TOYOTA,TUNDRA,'PICKUP TRUCK - STANDARD',4.6,8.0,AS6,X,15.8,12.3,14.2,20.0,334
TOYOTA,'TUNDRA 4WD','PICKUP TRUCK - STANDARD',4.6,8.0,AS6,X,16.8,12.6,14.9,19.0,349
FORD,'FOCUS RS AWD',MID-SIZE,2.3,4.0,M6,Z,12.1,9.3,,26.0,255
JEEP,'CHEROKEE TRAILHAWK 4X4','SUV - SMALL',3.2,6.0,A9,X,12.2,9.0,10.8,26.0,248
SCION,xB,'STATION WAGON - SMALL',2.4,4.0,M5,X,10.8,8.5,9.8,29.0,225
VOLKSWAGEN,'GOLF SPORTWAGON TDI (modified)','STATION WAGON - SMALL',2.0,4.0,M6,D,7.6,5.5,6.7,42.0,179
CHEVROLET,'Malibu Hybrid',MID-SIZE,1.8,4.0,AV,X,4.8,5.5,5.1,55.0,121
NISSAN,JUKE,'STATION WAGON - SMALL',1.6,4.0,M6,Z,,6.9,7.8,36.0,183
MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,11.5,8.5,10.1,28.0,232
TOYOTA,SIENNA,MINIVAN,3.5,6.0,AS8,X,12.5,8.9,10.9,26.0,256
MERCEDES-BENZ,'AMG C 43 4MATIC Wagon','STATION WAGON - SMALL',3.0,6.0,A9,Z,12.4,8.9,10.8,26.0,255
MERCEDES-BENZ,'CLA 250',COMPACT,2.0,4.0,AS7,Z,9.1,6.2,7.8,36.0,179
